3000,3000,500,8,375,3.861525,0.244406,15.79963258
3000,3000,500,32,94,3.861525,0.289298,13.34791461
3000,3000,500,128,24,3.861525,0.032516,118.7576885
3000,3000,500,4,750,3.861525,0.625366,6.174824023
3000,3000,500,2,1500,3.861525,1.558098,2.478358229
3000,3000,500,1,3000,3.861525,5.280854,0.731231161
3000,3000,500,16,188,3.861525,0.285712,13.51544562
3000,3000,500,64,47,3.861525,0.035816,107.8156411
3000,3000,500,256,12,3.861525,0.036227,106.5924587
5000,5000,500,1,5000,11.190836,14.239159,0.78591973
5000,5000,500,2,2500,11.190836,3.971554,2.817747411
5000,5000,500,4,1250,11.190836,1.432034,7.814644066
5000,5000,500,8,625,11.190836,0.60488,18.50091919
5000,5000,500,16,313,11.190836,0.621719,17.9998295
5000,5000,500,32,157,11.190836,0.664949,16.8296155
5000,5000,500,64,79,11.190836,0.101716,110.0204098
5000,5000,500,128,40,11.190836,0.09827,113.8784573
5000,5000,500,256,20,11.190836,0.099234,112.772195
7000,7000,500,1,7000,21.842034,27.908386,0.782633363
7000,7000,500,2,3500,21.842034,7.844023,2.784544869
7000,7000,500,4,1750,21.842034,2.720917,8.027453245
7000,7000,500,8,875,21.842034,1.205876,18.11300167
7000,7000,500,16,438,21.842034,1.14801,19.02599629
7000,7000,500,32,219,21.842034,1.245019,17.54353468
7000,7000,500,64,110,21.842034,0.208555,104.7303301
7000,7000,500,128,55,21.842034,0.209482,104.2668773
7000,7000,500,256,28,21.842034,0.292367,74.70759012
